_id,name,info,cat,purchases_Y15/M07,purchases_Y15/M08,purchases_Y15/M09,purchases_Y15/M10,purchases_Y15/M11
0268-000124-0000136,Palms O'Plenty Tank,"Never one to settle for the ordinary, this tank top is anything but boring. The jersey knit fabric displays black palm tree prints, heathered red trim and a front pocket.
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0268-000124-0000136","[""guys"",""tanks""]",,6,0,0,0
0268-000124-0001253,Black & White Aztec Pocket Tank,"This jersey knit tank is a step above the ordinary, featuring a black and white Aztec-inspired print design. Complete with a front solid black pocket.
			100% polyester
			Machine washable
			Model wears size Medium
			Imported
			STYLE: 0268-000124-0001253","[""guys"",""tanks""]",,3,0,0,0
0268-000124-0005039,Hawaiian Pocket Tank,"The sun's out and it's time to kick back and relax in this jersey knit tank. Features a Hawaiian tropical fern pattern with pops of neon coral. Complete with black ribbed trim and a solid front pocket.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0268-000124-0005039","[""guys"",""tanks""]",,0,0,0,0
0268-000124-0005041,Blue Tropics Tank,"Hey cabana boy, you forgot your tank. This is yours, right? Casual, soft slub jersey with a bright blue and neon orange palm print? Preppy accent pocket at the chest for an extra touch? Thought so.
			100% cotton
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0268-000124-0005041","[""guys"",""tanks""]",,16,0,0,0
0268-000124-0005045,Pink Pop Striped Ringer Tank,"Guys, don't be afraid to add a pop of pink to your look--it's totally trending. Perfect for festival season and just sweltering hot days, this cool jersey ringer tank features bold stripes and color blocking for an electric style statement.
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0268-000124-0005045","[""guys"",""tanks""]",,15,12,0,0
0268-001564-0000001,Caribbean Sunset Striped Tank,"Party as if you were on a tropical vacation in this jersey knit tank. Featuring a colorful Rasta striped design with black ribbed trim.
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0268-001564-0000001","[""guys"",""tanks""]",,10,0,0,0
0269-000624-0000002,#99 Shattered Galaxy Hoodie,"Boasting anything but the bare minimum, this knit hoodie aims to show off. Short sleeved, it's designed with a shattered glass-like galaxy print at the body and hood, mesh striped sleeves and ""99"" in bold print at the front.
			Drawstring hood
			Mesh sleeves
			100% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0269-000624-0000002","[""guys"",""sweatshirts-and-hoodies"",""shortsleeve-and-sleeveless-sweatshirts""]",,1,0,0,0
0269-000624-0000002-0010,#99 Shattered Galaxy Hoodie,"Boasting anything but the bare minimum, this knit hoodie aims to show off. Short sleeved, it's designed with a shattered glass-like galaxy print at the body and hood, mesh striped sleeves and ""99"" in bold print at the front.
			Drawstring hood
			Mesh sleeves
			100% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0269-000624-0000002","[""guys"",""sweatshirts-and-hoodies"",""shortsleeve-and-sleeveless-sweatshirts""]",,10,8,1,0
0269-001564-0000003,Static Western Print Hoodie,"This lightweight knit hoodie is the ideal top for those chilly summer nights. Constructed with a soft jersey knit in marled gray, it features a Western print at the sleeves and across a kangaroo pouch pocket. 
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0269-001564-0000003","[""guys"",""sweatshirts-and-hoodies"",""hoodies""]",,0,0,0,0
0269-001564-0000006,Marbled Knit Hoodie,"Don't let a little chill hold you back. Step out with this comfortable knit hoodie, shirt-like in build and featuring a gray marbled print with a solid knit pocket.
			Drawstring hood
			Kangaroo pouch pocket
			100% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0269-001564-0000006","[""guys"",""sweatshirts-and-hoodies"",""hoodies""]",,1,0,0,0
0269-001564-0001111,Mesh Trim Short Sleeved Hoodie,"Go from the gym to the streets in this warm knit hoodie, featuring varsity striped short sleeves with a mesh overlay. Complete with a kangaroo front pocket and ribbed hem.
			60% cotton,  40% polyester
			Machine washable
			Model wears size Medium
			Imported
			STYLE: 0269-001564-0001111","[""guys"",""sweatshirts-and-hoodies"",""hoodies""]",,0,0,0,0
0269-001564-0004444,Los Angeles Mesh Hoodie,"This warm knit hood features a mesh inset and raglan sleeves with Los Angeles screen printed across the front. Complete with a kangaroo pouch pocket and adjustable drawstring hood.
			Body: 60% cotton, 40% polyester; Front Body Top Layer: 100% polyester
			Machine washable
			Model wears size Medium
			Imported
			STYLE: 0269-001564-0004444","[""guys"",""sweatshirts-and-hoodies"",""hoodies""]",,0,0,0,0
0269-001592-0000062,Chicago Bulls Logo Fleece Sweatshirt,"Don’t let the cold bring gameday down with this warm fleece Chicago Bulls sweatshirt. Features a contrasting team colored raglan top and team logo on the front.
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			Officially licensed by the NBA
			STYLE: 0269-001592-0000062","[""uncategorised""]",,1,0,0,0
0270-000624-0004068,99 Galaxy Mesh Long Hem Tee,"Get on the edge of sporty street style with this long hem mesh tee. It features screen print ""99"" varsity numbering with Roman numerals on a sublimation print galaxy background. Stripes and a piece mesh hem finish off the look.
			100% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0270-000624-0004068","[""guys"",""graphic-tees""]",,4,3,0,0
0270-001592-0009000,Chicago Bulls Americana Mesh Tank,"Hit the courts or the couch in this mesh tank. Featuring the Chicago Bulls logo at the front, the tank features screen print graphics of patriotic stars and stripes.
			100% polyester
			Machine wash 
			Model wears size Medium
			Imported
			Officially licensed by the NBA
			STYLE: 0270-001592-0009000","[""guys"",""tanks""]",,14,0,0,0
0273-001592-0000012,Chicago Bulls Aztec Striped Tank,"You don't need game day to rep your favorite team. Rock this jersey knit tank any day of the week, featuring a screen print Aztec design at the front. Complete with the team logo at the center.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			Officially licensed by the NBA
			STYLE: 0273-001592-0000012","[""guys"",""tanks""]",,0,0,0,0
0276-000507-0005003-0031,Good Vibes Tropical Tee,"Shake off the damage from the work week and get ready for only good vibes this weekend. This jersey knit tee features screen print tropical and diamond designs at the front. Complete with the text ""Good Vibes.""
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0276-000507-0005003","[""guys"",""graphic-tees""]",,10,11,9,35
0276-000507-0008326,Parental Advisory Reflective Tee,"A twist on a cult classic, this jersey knit tee features the ""Parental Advisory"" logo in a reflective silver print. Relaxed build with short sleeves and a crewneck.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0276-000507-0008326","[""guys"",""graphic-tees""]",,27,1,0,0
0276-001165-0000010,Pay Day Every Day Tee,"Make it rain every day in this boss black graphic tee. Made of classic jersey, this tee features screen print graphics in bold colors for a modern urban statement.
			100% cotton
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0276-001165-0000010","[""guys"",""graphic-tees""]",,13,5,0,0
0276-001619-0000001,Black Marilyn Monroe Day Of The Dead Tee,"A fun and unique graphic tee featuring a screen printed image of Marilyn Monroe with day of the dead inspired graphics. Screen printed graphics are in contrasting black and white colors.
			100% cotton
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0276-001619-0000001","[""guys"",""graphic-tees""]",,0,1,0,0
0276-001619-0000056,Keep It 100 Fern Tee,"The classic essential, this burgundy jersey knit tee is a casual staple. Designed with a screen-print image of ferns and the text ""Keep It 100"". Relaxed fit with a ribbed crewneck.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0276-001619-0000056","[""guys"",""graphic-tees""]",,2,0,0,0
0279-000150-0000003-0001,Geo Golden Foil Chicago Bulls Tee,"There's no such thing as having too many of your favorite team's tees. This black jersey knit t-shirt features a geo Chicago Bulls logo in a cool gold foil print. Finished with short sleeves and a ribbed knit crewneck.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			Officially licensed by the NBA
			STYLE: 0279-000150-0000003","[""guys"",""graphic-tees""]",,0,37,53,86
0279-000150-0001236-0010,Marbled Cleveland Cavaliers Tee,"Gear up because the season starts sooner than you think. Get ready to represent the Cavs in this courtside-worthy tee, featuring a marble printed block at the front with the team logo at the center. Short sleeved and complete with a crewneck.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			Officially licensed by the NBA
			STYLE: 0279-000150-0001236","[""guys"",""graphic-tees""]",,14,34,31,30
0284-000962-0005148,Medium Wash Cuffed Slim Jean,"Medium wash slim cuffed jean with distressing, sandblasting, baked creases, and cat scratches. Pinched pockets. Low rise, relaxed fit through hips, straight fit through knee.
			CJ Black Premium Denim by rue21
			15 in. leg opening
			100% cotton
			Machine washable
			Model wears size 32/32
			Imported
			STYLE: 0284-000962-0005148","[""uncategorised""]",,0,0,0,0
0284-001563-0000051,Chevron Stitched Boot Jean,"A vintage boot cut jean, featuring chevron embroidered trim at the front and back flap pockets. It is complete with baking at the cuffs. Sits on waist. Relaxed through thigh. Flares out slightly from knee.
			Approx. 18 in. leg opening
			85% cotton, 15% polyester
			Machine wash 
			Model wears size 32/32
			Imported
			STYLE: 0284-001563-0000051","[""guys"",""jeans"",""boot""]",,2,0,0,0
0285-000829-0000690,Inky Coated Slim Jean,"Dark and dramatic, this slim jean features an intense, inky-blue coating treatment for a more structured look. Sandblasting, baking and whiskering keep the look from feeling too heavy without detracting from the bold statement.
			CJ Black Premium Denim by rue21
			Sits low on waist
			Slim fit through leg
			Approx. 15 in. leg opening
			PU coated; 75% cotton, 17.5% polyester, 7.5% rayon
			Machine wash
			Model wears size 32/32
			Imported
			STYLE: 0285-000829-0000690","[""guys"",""jeans"",""skinny""]",,0,0,0,0
0287-000829-0001555,Black Skinny Twill Pant,"Black soft twill stretch skinny pant. Classic fly & 5 pockets.
			CARBON by rue21
			13.5 in. leg opening
			70% cotton, 27% polyester, 3% spandex
			Machine washable
			Model wears size 32/32
			Imported
			STYLE: 0287-000829-0001555","[""guys"",""pants"",""skinny""]",,0,0,0,0
0289-000829-0002111,Charcoal Grey Solid Twill Jogger,"Looks like a jean, feels like a jogger. Solid twill jogger pant with classic zip fly. Encased elastic cuffs. Front and back pockets.
			12 in. leg opening
			Size Medium has 28 in. inseam
			70% cotton, 27% polyester, 3% spandex
			Machine washable
			Model wears size Medium
			Imported
			STYLE: 0289-000829-0002111","[""guys"",""pants"",""joggers""]",,0,0,0,0
0289-001669-0000012,Charcoal Faux Leather Trim Twill Jogger,"Twill jogger pant with faux leather trim front and back pockets. Faux fly stitching. Paneled elastic waistband and cuffs. Drawstring. Relaxed rise with reinforced gusset.
			Approx. 12 in. leg opening
			Approx. 28 in. inseam
			98% cotton, 2% elastane
			Machine wash
			Model wears size 32
			Imported
			STYLE: 0289-001669-0000012","[""guys"",""pants"",""joggers""]",,1,0,0,0
0289-001669-0000014,Black Faux Leather Trim Twill Jogger,"Twill jogger pant with faux leather trim front and back pockets. Faux fly stitching. Paneled elastic waistband and cuffs. Drawstring. Relaxed rise with reinforced gusset.
			Approx. 12 in. leg opening
			Approx. 28 in. inseam
			98% cotton, 2% elastane
			Machine wash
			Model wears size 30
			Imported
			STYLE: 0289-001669-0000014","[""guys"",""pants"",""joggers""]",,1,0,0,0
0294-000962-0008522,White & Gray Bandana Diamond Jogger,"The most comfortable, versatile pant of the season, this white jersey jogger features a gray bandana diamond pattern and a relaxed rise for all-day comfort and style.
			Paneled elastic waistband with drawstring
			2 front pockets, 1 back pocket
			Approx. 10 in. leg opening
			Approx. 29 in. inseam
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			imported
			STYLE: 0294-000962-0008522","[""guys"",""pants"",""joggers""]",,9,16,0,0
0294-001669-0000019,Heather Grey Paisley Mix Jogger,"The top contender jogger pant is back with a cool twist: blocked paisley print in small and large patterns. Paneled elastic waistband with drawstring.
			2 front pockets, 1 back pocket
			Approx. 11 in. leg opening
			Approx. 33 in. inseam
			100% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0294-001669-0000019","[""guys"",""pants"",""joggers""]",,1,0,0,0
0294-001675-0000014,Grey Zip Up Jogger,"A stylish zip up jogger decorated with 4 zippered pockets and contrasting colors. Includes an adjustable drawstring waistband and zippered hems.
			Approx. 31 in. inseam
			100% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0294-001675-0000014","[""uncategorised""]",,0,0,0,0
0295-001669-0000072,Black Tribal Print Gusset Jogger,"A pant worth bragging about, this comfortable knit jogger is constructed in a slim fit. Features tribal prints at the gusset and pockets before ending in striped trim at the cuffs and waistband.
			Drawstring waist
			2 front pockets; 1 back pocket
			Approx. 12 in. leg opening; approx. 31 in. inseam
			100% polyester
			Model wears size Medium
			Machine wash 
			Imported
			STYLE: 0295-001669-0000072","[""guys"",""pants"",""joggers""]",,7,0,0,0
0318-000336-0000001,Square Cut Glass Studs,"A little bit of shine goes a long way towards pumping up an outfit. This pair of silver tone stud earrings features square cut glass gems for a fresh look.
			Approx. 0.38 in. wide
			Man-made materials
			Imported
			STYLE: 0318-000336-0000001","[""guys"",""accessories"",""jewelry"",""rings-and-earrings""]",,5,16,0,0
0326-001299-0001003,Green Fair Isle Ugly Christmas Knit Hat,"Celebrate the best of the season with an ugly Christmas knit hat, featuring a Fair Isle pattern and a pom pom top.
			Rolled cuff
			Synthetic blend
			Hand wash
			One size fits most
			Imported
			STYLE: 0326-001299-0001003","[""guys"",""accessories"",""hats"",""beanies""]",,1,0,0,0
0333-000923-0000106,California Gummy Bear Crew Socks,"""Gee, I sure do love boring socks"", said no one, ever. Crew socks designed with an image of the California State Flag with the bear as a gummy. 
			85% polyester, 7% cotton, 8% nylon spandex
			Terry cushion sole
			Machine washable
			One size fits most
			Imported
			STYLE: 0333-000923-0000106","[""guys"",""boxers-and-socks"",""socks""]",,1,0,0,0
0336-000203-0009436-0001,Marbled Canvas Sneaker,"Don't leave your feet out on the fun. This canvas sneaker is constructed with a marble printed upper and is complete with a solid stripe across a rubberized sole.
			Fully lined
			Lace up
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0336-000203-0009436","[""shoes"",""guys-shoes"",""sneakers""]",,0,4,0,0
0340-001645-0000008,Tropical Flower Boxer Brief,"A classic boxer brief in a tropical flower pattern with black trim. Webbed elastic waistband with flocked logo. Standard front fly. Classic fit.
			CJ Black by rue21
			Longer length
			95% cotton, 5% spandex
			Machine washable
			Model wears size Medium
			Imported
			STYLE: 0340-001645-0000008","[""guys"",""boxers-and-socks"",""boxers""]",,0,6,0,0
0362-000203-0002894,Taupe Buckled Knee High Boot,"Kick up some leaves in these trendy knee high boots. Crafted with taupe faux leather, it's outfitted with a metallic zip and buckled straps up the leg.
			Measures 17 in. high
			Lined
			Side zip closure
			Non skid sole
			Man-made materials
			Imported
			STYLE: 0362-000203-0002894","[""shoes"",""girls-shoes"",""boots"",""riding-boots""]",,0,0,0,0
0362-000818-0002020,Black Faux Suede Fringed Rodeo Boot,"You don't need to be a rodeo expert to enjoy this cute boot. Made with a soft faux suede and featuring 3-layered fringe. This western boot is finished off with a braided strap across the top, accented by metallic studs.
			Approx. 14 in. high
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0362-000818-0002020","[""shoes"",""girls-shoes"",""boots"",""flat-boots""]",,10,0,0,0
0364-000805-0000011,Lace-Up Heeled Boot by Wild Diva®,"Stomp in style in these heeled boots with attitude. Crafted with faux leather, these boot lace up the front and are complete with lug soles.
			By Wild Diva®
			Approx. 19 in. high, including 4 in. heel
			Side zip closure
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0364-000805-0000011","[""shoes"",""girls-shoes"",""boots"",""heeled-boots""]",,12,3,0,0
0367-000751-0007332,Black Knot Today Flat,"The classic flat can accompany almost any outfit. This shoe is constructed with a knit knotted accent at the front, making it subtle enough to rock any day of the week.
			Slip-on
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0367-000751-0007332","[""shoes"",""girls-shoes"",""flats""]",,9,0,0,0
0376-000466-0001092,Vintage Embroidered Slim Boot Jean in Curvy Long,"Why settle for the usual when is comes to finding the perfect jean? Crafted with a vintage wash, this curvy jean features embroidered trim and a 2-shank, zip closure. Skinny fit from thigh to knee. Flares out from knee. Sits on waist. 
			twentyone black Denim by rue21
			Contoured waist; lower front with no gap in back
			Approx. 17 in. leg opening
			Approx. 35 in. inseam
			72% cotton, 24% polyester, 2% spandex, 2% other fiber
			Machine wash 
			Model wears size 5/6R
			Imported
			STYLE: 0376-000466-0001092","[""girls"",""jeans"",""curvy-jeans""]",,5,0,0,0
0376-000466-0001896,Belted Ripped Slim Boot Jean in Curvy Short,"Medium wash slim boot cut jean with whiskering and sandblasting. Rips and tears. 5 pockets. Mid rise, curvy fit through hip and thigh. Includes faux suede belt with studes and rhinestones.
			twentyone black Curvy Denim by rue21
			17 in. leg opening
			31 in. inseam
			69% cotton, 30% polyester, 1% spandex
			Machine washable
			Model wears size 5/6
			Imported
			STYLE: 0376-000466-0001896","[""girls"",""jeans"",""curvy-jeans""]",,1,0,0,0
0376-000829-0005311,Grey Belted Skinny Jean In Curvy,"Classic skinny jean with skinny faux leather belt. 5 pockets. Built with contoured waist and lower front with no gap in back. Fitted through leg.
			twentyone black Curvy Denim by rue21
			Approx. 13 in. leg opening
			Approx. 31 in. inseam
			72% cotton, 26% polyester, 2% spandex
			Machine wash
			Model wears size 5/6
			Imported
			STYLE: 0376-000829-0005311","[""girls"",""jeans"",""curvy-jeans""]",,1,0,0,0
0376-001017-0001319,Aztec Embroidered Slim Boot Jean in Curvy,"Medium wash slim boot cut jean with Aztec embroidered pockets. Sandblasting and whiskering. Mid rise, curvy fit through hip & thigh.
			twentyone black Curvy Denim by rue21
			17 in. leg opening
			33 in. inseam
			70% cotton, 28% polyester, 2% spandex  
			Machine washable
			Model wears size 5/6
			Imported
			STYLE: 0376-001017-0001319","[""girls"",""jeans"",""curvy-jeans""]",,1,0,0,0
0376-001017-0001338,Roll Up Skinny Jean in Curvy,"Whisker wash roll up skinny jean with thick-stitch embroidered back flap pockets. Dark wash, sandblasting. Higher rise in back & lower rise in front, curvy fit fit through hip & thigh.
			twentyone black Curvy Denim by rue21
			13 in. leg opening
			31 in. inseam
			65% cotton, 34% polyester, 1% spandex
			Machine washable
			Model wears size 5/6
			Imported
			STYLE: 0376-001017-0001338","[""girls"",""jeans"",""curvy-jeans""]",,0,0,0,0
0376-001017-0001353,Pyramid Whiskered Slim Boot Jean in Curvy,"Dark wash slim boot cut jean with rhinestone, pyramid stud and embroidered back flap pockets. Thick stitching. Whiskering and sandblasting. Crystal rivets. 4 pockets. Mid rise, curvy fit through hip & thigh. 
			twentyone black Curvy Denim by rue21
			17 in. leg opening
			33 in. inseam
			94% cotton, 4% polyester, 2% spandex  
			Machine washable
			Model wears size 5/6
			Imported
			STYLE: 0376-001017-0001353","[""girls"",""jeans"",""curvy-jeans""]",,3,0,0,0
0376-001017-0001459,Crystal Wash Pyramid Stud Boot Jean in Curvy,"Crystal wash boot cut jean with rhinestone and pyramid stud embroidered back flap pockets. Classic fly with crystal rivets. 5-pocket construction. Low rise, curvy fit fit through hip & thigh.
			twentyone black Curvy Denim by rue21
			19 in. leg opening
			33 in. inseam
			70% cotton, 28% polyester, 2% spandex  
			Machine washable
			Model wears size 5/6
			Imported
			STYLE: 0376-001017-0001459","[""girls"",""jeans"",""curvy-jeans""]",,0,0,0,0
0376-001017-0001488,Dark Blue Destroyed Embroidered Boot Jean In Curvy,"Destroyed boot cut jean with embroidered & diamond-studded back pockets. Baked creases. Classic fly with crystal rivets. 5 pockets. Mid rise, curvy fit fit through hip & thigh.
			twentyone black Curvy Denim by rue21
			19 in. leg opening
			33 in. inseam
			94% cotton, 4% polyester, 2% spandex  
			Machine washable
			Model wears size 5/6
			Imported
			STYLE: 0376-001017-0001488","[""girls"",""jeans"",""curvy-jeans""]",,1,0,0,0
0382-001436-0000707,Blue Haze Gel FX Nail Polish,"Get the professional look of a gel manicure without the salon bill! This specially formulated nail polish features a highly-pigmented formula that wears longer than average and provides a plump, gel-like finish with a super glossy shine.
			ruebeauté! by rue21
			No UV/LED light required
			Chip resistant
			0.47 fl oz / 14 ml
			Not tested on animals
			Manufactured exclusively for rue21
			No air shipment
			Imported
			STYLE: 0382-001436-0000707","[""accessories"",""beauty"",""nails""]",,12,2,0,0
0393-000869-0000106,Caged & Striped Bralette,"The classic bralette remodeled! This comfy piece is striped in black and white and features a caged strap back. Complete with removable pads.
			94% nylon, 6% spandex
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0393-000869-0000106","[""girls"",""bras"",""bandeaus-and-bralettes""]",,0,0,0,0
0400-000232-0001909,Burgundy Lace Front Ribbed Tank Dress,"With a chic, slim silhouette and a cozy, relaxed knit, this ribbed sweater tank dress makes the perfect go-to for weekends at the cabin and chilling at the park. A loose rope lace front adds the final laid-back touch.
			53% rayon, 44% polyester, 3% spandex
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0400-000232-0001909","[""girls"",""dresses"",""midi-dresses""]",,6,8,0,0
0400-000768-0009908,Tribal Maxi Halter Dress,"This eye-catching maxi dress is designed to make a statement! Made from an airy chiffon, it features a mixed print of tribal and chevron elements. The look is complete with a double-slit hemline and double-sided keyholes at the yoke.
			Lined; half slip
			Body/Lining: 100% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0400-000768-0009908","[""girls"",""dresses"",""maxi-dresses""]",,7,0,0,0
0400-000869-0002046,Heather Grey Ribbed Tank Midi Dress,"Lay back and get comfortable in this casual, semi-sheer knit midi dress. Designed with a ribbed knit body and a racerback tank top, this simple but sophisticated dress makes a great day-to-night piece!
			Built in slip
			60% cotton, 40% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0400-000869-0002046","[""girls"",""dresses"",""midi-dresses""]",,8,47,0,0
0400-000869-0002047,Black Striped Ribbed Knit Dress,"Keep it casual in this comfy maxi dress. Made from a cotton blend, ribbed knit and a striped pattern. The look is complete with a raceback and double-sided split seams.
			60% cotton, 40% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0400-000869-0002047","[""girls"",""dresses"",""midi-dresses""]",,14,9,0,0
0400-001110-0002733,Charcoal Grey Sleeveless Ribbed Maxi Dress,"Crafted from a soft ribbed knit, this flattering maxi dress features a mock neck. The relaxed fit is great for everyday wear and ideal for conforming to your styling choices. Sleeveless and complete with side slits.
			80% polyester, 17% rayon, 3% spandex
			Machine wash 
			Model wears Small
			Imported
			STYLE: 0400-001110-0002733","[""girls"",""dresses"",""maxi-dresses""]",,20,0,0,0
0400-001110-0004007,Multi Boho Smocked Tube Maxi Dress,"Perfect for picnics and get togethers, this gauze maxi dress is going to be a sunny weather favorite. Features a boho-inspired design with a smocked tube top. It's completed with split side seams.
			100% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0400-001110-0004007","[""girls"",""dresses"",""maxi-dresses""]",,1,9,0,0
0400-001715-0001014,Paisley Mermaid Maxi Dress,"Get beach ready in this alluring woven maxi dress. With a pretty blue paisley pattern and mermaid hem, this maxi is a favorite. 
			Adjustable straps
			100% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0400-001715-0001014","[""girls"",""dresses"",""maxi-dresses""]",,6,4,0,0
0400-001715-0001022,Cross Stitch Cami Sundress,"We love the homespun look of this simple and sweet woven sundress, featuring rich cross stitch print with deep blue borders. Cami straps add a delicate finish to this easy-to-wear summer style.
			Encased elastic waistband
			100% rayon
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0400-001715-0001022","[""girls"",""dresses"",""maxi-dresses""]",,1,5,0,0
0401-000060-0005616,Navy Polka Dot Tube Dress,"Get ready for your day out with this girls in this cute woven sun dress, featuring an allover polka dot pattern. Complete with an elastic back with a hidden zip closure. Pleated at the waist to create a flared skirt.
			Hidden back zip
			Built-in cups
			98% cotton, 2% spandex
			Model wears size Small
			Machine wash 
			Imported
			STYLE: 0401-000060-0005616","[""girls"",""dresses"",""mini-dresses""]",,1,0,0,0
0401-000310-0001332,Black Rose Folklore Sundress,"This tempting woven sundress is just in time for the spring flowers! Featuring a pink rose print on top of a folklore-inspired floral pattern. Complete with two side zip pockets.
			Elastic waistband
			100% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0401-000310-0001332","[""girls"",""dresses"",""mini-dresses""]",,3,0,0,0
0401-001110-0002521,Wild Chevron Caged Racerback Sundress,"This breezy woven sundress comes in a crazy chevron print with pops of turquoise, and features an unique caged racerback. Be sure to show it off with a side braid or bun!
			Paneled elastic waistband
			100% polyester
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0401-001110-0002521","[""girls"",""dresses"",""mini-dresses""]",,0,0,0,0
0401-001110-0006141,Galaxy Tie-Back Dress,"Supernova stars can't outshine you in this super cute woven sundress. Rich blue and pink galaxy print and a tie-back with a cutout create an out-of-this-world glam.
			Undergarment sold separately
			Paneled elastic waistband
			100% rayon
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0401-001110-0006141","[""girls"",""dresses"",""mini-dresses""]",,0,0,0,0
0401-001110-0006632,Neon Orange Summer Love Popover Dress,"Grab your shades and pull on this cute summer favorite! A woven sun dress is a summer essential and this piece features a flowing popover top. 
			Fully lined
			Adjustable straps
			100% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0401-001110-0006632","[""girls"",""dresses"",""mini-dresses""]",,14,0,0,0
0403-000124-0006140,Hot Pink Waistband Yoga Pant,"Soft & comfy yoga pant with a hot pink waistband.
			Approx. 16 in. leg opening
			Approx 31 in. inseam
			95% cotton, 5% spandex
			Machine washable
			Model wears size Small
			Imported
			STYLE: 0403-000124-0006140","[""girls"",""activewear""]",,1,0,0,0
0404-000212-0000283,Neon Paint Splatter Active Capri,"Whether you're running laps round the track or at the mall, this comfortable active legging is designed to move with you. Made of sturdy knit material with reinforced stitching, this capri comes in a fun allover neon paint splatter print.
			Moisture-wicking technology to keep you cool and dry
			Paneled waistband with elastic at top for core support
			Gusseted for comfortable movement
			Approx. 9 in. leg opening; approx. 19 in. inseam
			90% polyester, 10% spandex
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0404-000212-0000283","[""girls"",""activewear""]",,1,0,0,0
0408-001110-0002817,Tie-Dye Wave Romper,"With gorgeous weather on the horizon, who wants to spend extra time getting ready? Slip on this soft woven romper for instant style and you're ready to play! It features a black and white tie-dye ""wave"" pattern, plus crochet trim.
			Approx. 3 in. inseam
			Encased elastic waistband
			100% rayon
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0408-001110-0002817","[""girls"",""dresses"",""jumpsuits-and-rompers""]",,5,6,0,0
0430-000150-0001440,Dreamcatcher Ribbed Tank,"Being a dreamer is the first step towards finding success. This cute tank top is built with a ribbed knit body and displays a screen print of a dreamcatcher at the front. Complete with ""Dreamer"" printed across the front.
			62% polyester, 35% cotton, 3% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0430-000150-0001440","[""girls"",""graphic-tees-and-tanks"",""graphic-tanks""]",,0,0,0,0
0430-000150-0001460,Thanks For Nothing Tank,"Back-handed compliments aren't the best way to handle a situation but let's be honest, they are the most satisfying. This knit tank top features the familiar ""Thanks"" shopping bag print with an added bonus ""For Nothing"" at the bottom.
			65% polyester, 33% cotton, 2% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0430-000150-0001460","[""girls"",""graphic-tees-and-tanks"",""graphic-tanks""]",,0,0,0,0
0430-000150-0001490,Wild & Free Graphic Tank,"Summer is meant for letting loose and having a good time. Explore the limits in this graphic knit tank top, heathered and featuring a southwestern sunset print. Complete with ""Wild and Free"" printed at the front.
			65% polyester, 33% cotton, 2% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0430-000150-0001490","[""girls"",""graphic-tees-and-tanks"",""graphic-tanks""]",,5,25,0,0
